Assembly	kmergenie
k72_ecoli_100X_36	67
k78_ecoli_100X_36	67
k84_ecoli_100X_36	67
k90_ecoli_100X_36	67
k96_ecoli_100X_36	67
k30_ecoli_100X_37	67
k36_ecoli_100X_37	67
k42_ecoli_100X_37	67
k48_ecoli_100X_37	67
k54_ecoli_100X_37	67
k60_ecoli_100X_37	67
k66_ecoli_100X_37	67
k72_ecoli_100X_37	67
k78_ecoli_100X_37	67
k84_ecoli_100X_37	67
k90_ecoli_100X_37	67
k96_ecoli_100X_37	67
k30_ecoli_100X_38	67
k36_ecoli_100X_38	67
k42_ecoli_100X_38	67
k48_ecoli_100X_38	67
k54_ecoli_100X_38	67
k60_ecoli_100X_38	67
k66_ecoli_100X_38	67
k72_ecoli_100X_38	67
k78_ecoli_100X_38	67
k84_ecoli_100X_38	67
k90_ecoli_100X_38	67
k96_ecoli_100X_38	67
k30_ecoli_100X_39	85
k36_ecoli_100X_39	85
k42_ecoli_100X_39	85
k48_ecoli_100X_39	85
k54_ecoli_100X_39	85
k60_ecoli_100X_39	85
k66_ecoli_100X_39	85
k72_ecoli_100X_39	85
k78_ecoli_100X_39	85
k84_ecoli_100X_39	85
k90_ecoli_100X_39	85
k96_ecoli_100X_39	85
k30_ecoli_100X_4	67
k36_ecoli_100X_4	67
k42_ecoli_100X_4	67
k48_ecoli_100X_4	67
k54_ecoli_100X_4	67
k60_ecoli_100X_4	67
k66_ecoli_100X_4	67
k72_ecoli_100X_4	67
k78_ecoli_100X_4	67
k84_ecoli_100X_4	67
k90_ecoli_100X_4	67
k96_ecoli_100X_4	67
k30_ecoli_100X_40	85
k36_ecoli_100X_40	85
k42_ecoli_100X_40	85
k48_ecoli_100X_40	85
k54_ecoli_100X_40	85
k60_ecoli_100X_40	85
k66_ecoli_100X_40	85
k72_ecoli_100X_40	85
k78_ecoli_100X_40	85
k84_ecoli_100X_40	85
k90_ecoli_100X_40	85
k96_ecoli_100X_40	85
k30_ecoli_100X_41	67
k36_ecoli_100X_41	67
k42_ecoli_100X_41	67
k48_ecoli_100X_41	67
k54_ecoli_100X_41	67
k60_ecoli_100X_41	67
k66_ecoli_100X_41	67
k72_ecoli_100X_41	67
k78_ecoli_100X_41	67
k84_ecoli_100X_41	67
k90_ecoli_100X_41	67
k96_ecoli_100X_41	67
k30_ecoli_100X_42	67
k36_ecoli_100X_42	67
k42_ecoli_100X_42	67
k48_ecoli_100X_42	67
k54_ecoli_100X_42	67
k60_ecoli_100X_42	67
k66_ecoli_100X_42	67
k72_ecoli_100X_42	67
k78_ecoli_100X_42	67
k84_ecoli_100X_42	67
k90_ecoli_100X_42	67
k96_ecoli_100X_42	67
k30_ecoli_100X_43	67
k36_ecoli_100X_43	67
k42_ecoli_100X_43	67
k48_ecoli_100X_43	67
k54_ecoli_100X_43	67
k60_ecoli_100X_43	67
k66_ecoli_100X_43	67
k72_ecoli_100X_43	67
k78_ecoli_100X_43	67
k84_ecoli_100X_43	67
k90_ecoli_100X_43	67
k96_ecoli_100X_43	67
k30_ecoli_100X_44	85
k36_ecoli_100X_44	85
k42_ecoli_100X_44	85
k48_ecoli_100X_44	85
k54_ecoli_100X_44	85
k60_ecoli_100X_44	85
k66_ecoli_100X_44	85
k72_ecoli_100X_44	85
k78_ecoli_100X_44	85
k84_ecoli_100X_44	85
k90_ecoli_100X_44	85
k96_ecoli_100X_44	85
k30_ecoli_100X_45	67
k36_ecoli_100X_45	67
k42_ecoli_100X_45	67
k48_ecoli_100X_45	67
k54_ecoli_100X_45	67
k60_ecoli_100X_45	67
k66_ecoli_100X_45	67
k72_ecoli_100X_45	67
k78_ecoli_100X_45	67
k84_ecoli_100X_45	67
k90_ecoli_100X_45	67
k96_ecoli_100X_45	67
k30_ecoli_100X_46	67
k36_ecoli_100X_46	67
k42_ecoli_100X_46	67
k48_ecoli_100X_46	67
k54_ecoli_100X_46	67
k60_ecoli_100X_46	67
k66_ecoli_100X_46	67
k72_ecoli_100X_46	67
k78_ecoli_100X_46	67
k84_ecoli_100X_46	67
k90_ecoli_100X_46	67
k96_ecoli_100X_46	67
k30_ecoli_100X_47	67
k36_ecoli_100X_47	67
k42_ecoli_100X_47	67
k48_ecoli_100X_47	67
k54_ecoli_100X_47	67
k60_ecoli_100X_47	67
k66_ecoli_100X_47	67
k72_ecoli_100X_47	67
k78_ecoli_100X_47	67
k84_ecoli_100X_47	67
k90_ecoli_100X_47	67
k96_ecoli_100X_47	67
k30_ecoli_100X_48	67
k36_ecoli_100X_48	67
k42_ecoli_100X_48	67
k48_ecoli_100X_48	67
k54_ecoli_100X_48	67
k60_ecoli_100X_48	67
k66_ecoli_100X_48	67
k72_ecoli_100X_48	67
k78_ecoli_100X_48	67
k84_ecoli_100X_48	67
k90_ecoli_100X_48	67
k96_ecoli_100X_48	67
k30_ecoli_100X_49	67
k36_ecoli_100X_49	67
k42_ecoli_100X_49	67
k48_ecoli_100X_49	67
k54_ecoli_100X_49	67
k60_ecoli_100X_49	67
k66_ecoli_100X_49	67
k72_ecoli_100X_49	67
k78_ecoli_100X_49	67
k84_ecoli_100X_49	67
k90_ecoli_100X_49	67
k96_ecoli_100X_49	67
k30_ecoli_100X_5	67
k36_ecoli_100X_5	67
k42_ecoli_100X_5	67
k48_ecoli_100X_5	67
k54_ecoli_100X_5	67
k60_ecoli_100X_5	67
k66_ecoli_100X_5	67
k72_ecoli_100X_5	67
k78_ecoli_100X_5	67
k84_ecoli_100X_5	67
k90_ecoli_100X_5	67
k96_ecoli_100X_5	67
k30_ecoli_100X_50	67
k36_ecoli_100X_50	67
k42_ecoli_100X_50	67
k48_ecoli_100X_50	67
k54_ecoli_100X_50	67
k60_ecoli_100X_50	67
k66_ecoli_100X_50	67
k72_ecoli_100X_50	67
k78_ecoli_100X_50	67
k84_ecoli_100X_50	67
k90_ecoli_100X_50	67
k96_ecoli_100X_50	67
k30_ecoli_100X_6	67
k36_ecoli_100X_6	67
k42_ecoli_100X_6	67
k48_ecoli_100X_6	67
k54_ecoli_100X_6	67
k60_ecoli_100X_6	67
k66_ecoli_100X_6	67
k72_ecoli_100X_6	67
k78_ecoli_100X_6	67
k84_ecoli_100X_6	67
k90_ecoli_100X_6	67
k96_ecoli_100X_6	67
k30_ecoli_100X_600m_1	67
k36_ecoli_100X_600m_1	67
k42_ecoli_100X_600m_1	67
k48_ecoli_100X_600m_1	67
k54_ecoli_100X_600m_1	67
k60_ecoli_100X_600m_1	67
k66_ecoli_100X_600m_1	67
k72_ecoli_100X_600m_1	67
k78_ecoli_100X_600m_1	67
k84_ecoli_100X_600m_1	67
k90_ecoli_100X_600m_1	67
k96_ecoli_100X_600m_1	67
k30_ecoli_100X_600m_10	67
k36_ecoli_100X_600m_10	67
k42_ecoli_100X_600m_10	67
k48_ecoli_100X_600m_10	67
k54_ecoli_100X_600m_10	67
k60_ecoli_100X_600m_10	67
k66_ecoli_100X_600m_10	67
k72_ecoli_100X_600m_10	67
k78_ecoli_100X_600m_10	67
k84_ecoli_100X_600m_10	67
k90_ecoli_100X_600m_10	67
k96_ecoli_100X_600m_10	67
k30_ecoli_100X_600m_11	67
k36_ecoli_100X_600m_11	67
k42_ecoli_100X_600m_11	67
k48_ecoli_100X_600m_11	67
k54_ecoli_100X_600m_11	67
k60_ecoli_100X_600m_11	67
k66_ecoli_100X_600m_11	67
k72_ecoli_100X_600m_11	67
k78_ecoli_100X_600m_11	67
k84_ecoli_100X_600m_11	67
k90_ecoli_100X_600m_11	67
k96_ecoli_100X_600m_11	67
k30_ecoli_100X_600m_12	85
k36_ecoli_100X_600m_12	85
k42_ecoli_100X_600m_12	85
k48_ecoli_100X_600m_12	85
k54_ecoli_100X_600m_12	85
k60_ecoli_100X_600m_12	85
k66_ecoli_100X_600m_12	85
k72_ecoli_100X_600m_12	85
k78_ecoli_100X_600m_12	85
k84_ecoli_100X_600m_12	85
k90_ecoli_100X_600m_12	85
k96_ecoli_100X_600m_12	85
k30_ecoli_100X_600m_13	67
k36_ecoli_100X_600m_13	67
k42_ecoli_100X_600m_13	67
k48_ecoli_100X_600m_13	67
k54_ecoli_100X_600m_13	67
k60_ecoli_100X_600m_13	67
k66_ecoli_100X_600m_13	67
k72_ecoli_100X_600m_13	67
k78_ecoli_100X_600m_13	67
k84_ecoli_100X_600m_13	67
k90_ecoli_100X_600m_13	67
k96_ecoli_100X_600m_13	67
k30_ecoli_100X_600m_14	85
k36_ecoli_100X_600m_14	85
k42_ecoli_100X_600m_14	85
k48_ecoli_100X_600m_14	85
k54_ecoli_100X_600m_14	85
k60_ecoli_100X_600m_14	85
k66_ecoli_100X_600m_14	85
k72_ecoli_100X_600m_14	85
k78_ecoli_100X_600m_14	85
k84_ecoli_100X_600m_14	85
k90_ecoli_100X_600m_14	85
k96_ecoli_100X_600m_14	85
k30_ecoli_100X_600m_15	85
k36_ecoli_100X_600m_15	85
k42_ecoli_100X_600m_15	85
k48_ecoli_100X_600m_15	85
k54_ecoli_100X_600m_15	85
k60_ecoli_100X_600m_15	85
k66_ecoli_100X_600m_15	85
k72_ecoli_100X_600m_15	85
k78_ecoli_100X_600m_15	85
k84_ecoli_100X_600m_15	85
k90_ecoli_100X_600m_15	85
k96_ecoli_100X_600m_15	85
k30_ecoli_100X_600m_16	67
k36_ecoli_100X_600m_16	67
k42_ecoli_100X_600m_16	67
k48_ecoli_100X_600m_16	67
k54_ecoli_100X_600m_16	67
k60_ecoli_100X_600m_16	67
k66_ecoli_100X_600m_16	67
k72_ecoli_100X_600m_16	67
k78_ecoli_100X_600m_16	67
k84_ecoli_100X_600m_16	67
k90_ecoli_100X_600m_16	67
k96_ecoli_100X_600m_16	67
k30_ecoli_100X_600m_17	67
k36_ecoli_100X_600m_17	67
k42_ecoli_100X_600m_17	67
k48_ecoli_100X_600m_17	67
k54_ecoli_100X_600m_17	67
k60_ecoli_100X_600m_17	67
k66_ecoli_100X_600m_17	67
k72_ecoli_100X_600m_17	67
k78_ecoli_100X_600m_17	67
k84_ecoli_100X_600m_17	67
k90_ecoli_100X_600m_17	67
k96_ecoli_100X_600m_17	67
k30_ecoli_100X_600m_18	67
k36_ecoli_100X_600m_18	67
k42_ecoli_100X_600m_18	67
k48_ecoli_100X_600m_18	67
k54_ecoli_100X_600m_18	67
k60_ecoli_100X_600m_18	67
k66_ecoli_100X_600m_18	67
k72_ecoli_100X_600m_18	67
k78_ecoli_100X_600m_18	67
k84_ecoli_100X_600m_18	67
k90_ecoli_100X_600m_18	67
k96_ecoli_100X_600m_18	67
k30_ecoli_100X_600m_19	67
k36_ecoli_100X_600m_19	67
k42_ecoli_100X_600m_19	67
k48_ecoli_100X_600m_19	67
k54_ecoli_100X_600m_19	67
k60_ecoli_100X_600m_19	67
k66_ecoli_100X_600m_19	67
k72_ecoli_100X_600m_19	67
k78_ecoli_100X_600m_19	67
k84_ecoli_100X_600m_19	67
k90_ecoli_100X_600m_19	67
k96_ecoli_100X_600m_19	67
k30_ecoli_100X_600m_2	67
k36_ecoli_100X_600m_2	67
k42_ecoli_100X_600m_2	67
k48_ecoli_100X_600m_2	67
k54_ecoli_100X_600m_2	67
k60_ecoli_100X_600m_2	67
k66_ecoli_100X_600m_2	67
k72_ecoli_100X_600m_2	67
k78_ecoli_100X_600m_2	67
k84_ecoli_100X_600m_2	67
k90_ecoli_100X_600m_2	67
k96_ecoli_100X_600m_2	67
k30_ecoli_100X_600m_20	67
k36_ecoli_100X_600m_20	67
k42_ecoli_100X_600m_20	67
k48_ecoli_100X_600m_20	67
k54_ecoli_100X_600m_20	67
k60_ecoli_100X_600m_20	67
k66_ecoli_100X_600m_20	67
k72_ecoli_100X_600m_20	67
k78_ecoli_100X_600m_20	67
k84_ecoli_100X_600m_20	67
k90_ecoli_100X_600m_20	67
k96_ecoli_100X_600m_20	67
k30_ecoli_100X_600m_21	67
k36_ecoli_100X_600m_21	67
k42_ecoli_100X_600m_21	67
k48_ecoli_100X_600m_21	67
k54_ecoli_100X_600m_21	67
k60_ecoli_100X_600m_21	67
k66_ecoli_100X_600m_21	67
k72_ecoli_100X_600m_21	67
k78_ecoli_100X_600m_21	67
k84_ecoli_100X_600m_21	67
k90_ecoli_100X_600m_21	67
k96_ecoli_100X_600m_21	67
k30_ecoli_100X_600m_22	85
k36_ecoli_100X_600m_22	85
k42_ecoli_100X_600m_22	85
k48_ecoli_100X_600m_22	85
k54_ecoli_100X_600m_22	85
k60_ecoli_100X_600m_22	85
k66_ecoli_100X_600m_22	85
k72_ecoli_100X_600m_22	85
k78_ecoli_100X_600m_22	85
k84_ecoli_100X_600m_22	85
k90_ecoli_100X_600m_22	85
k96_ecoli_100X_600m_22	85
k30_ecoli_100X_600m_23	67
k36_ecoli_100X_600m_23	67
k42_ecoli_100X_600m_23	67
k48_ecoli_100X_600m_23	67
k54_ecoli_100X_600m_23	67
k60_ecoli_100X_600m_23	67
k66_ecoli_100X_600m_23	67
k72_ecoli_100X_600m_23	67
k78_ecoli_100X_600m_23	67
k84_ecoli_100X_600m_23	67
k90_ecoli_100X_600m_23	67
k96_ecoli_100X_600m_23	67
k30_ecoli_100X_600m_24	67
k36_ecoli_100X_600m_24	67
k42_ecoli_100X_600m_24	67
k48_ecoli_100X_600m_24	67
k54_ecoli_100X_600m_24	67
k60_ecoli_100X_600m_24	67
k66_ecoli_100X_600m_24	67
k72_ecoli_100X_600m_24	67
k78_ecoli_100X_600m_24	67
k84_ecoli_100X_600m_24	67
k90_ecoli_100X_600m_24	67
k96_ecoli_100X_600m_24	67
k30_ecoli_100X_600m_25	67
k36_ecoli_100X_600m_25	67
k42_ecoli_100X_600m_25	67
k48_ecoli_100X_600m_25	67
k54_ecoli_100X_600m_25	67
k60_ecoli_100X_600m_25	67
k66_ecoli_100X_600m_25	67
k72_ecoli_100X_600m_25	67
k78_ecoli_100X_600m_25	67
k84_ecoli_100X_600m_25	67
k90_ecoli_100X_600m_25	67
k96_ecoli_100X_600m_25	67
k30_ecoli_100X_600m_26	67
k36_ecoli_100X_600m_26	67
k42_ecoli_100X_600m_26	67
k48_ecoli_100X_600m_26	67
k54_ecoli_100X_600m_26	67
k60_ecoli_100X_600m_26	67
k66_ecoli_100X_600m_26	67
k72_ecoli_100X_600m_26	67
k78_ecoli_100X_600m_26	67
k84_ecoli_100X_600m_26	67
k90_ecoli_100X_600m_26	67
k96_ecoli_100X_600m_26	67
k30_ecoli_100X_600m_27	67
k36_ecoli_100X_600m_27	67
k42_ecoli_100X_600m_27	67
k48_ecoli_100X_600m_27	67
k54_ecoli_100X_600m_27	67
k60_ecoli_100X_600m_27	67
k66_ecoli_100X_600m_27	67
k72_ecoli_100X_600m_27	67
k78_ecoli_100X_600m_27	67
k84_ecoli_100X_600m_27	67
k90_ecoli_100X_600m_27	67
k96_ecoli_100X_600m_27	67
k30_ecoli_100X_600m_28	67
k36_ecoli_100X_600m_28	67
k42_ecoli_100X_600m_28	67
k48_ecoli_100X_600m_28	67
k54_ecoli_100X_600m_28	67
k60_ecoli_100X_600m_28	67
k66_ecoli_100X_600m_28	67
k72_ecoli_100X_600m_28	67
k78_ecoli_100X_600m_28	67
k84_ecoli_100X_600m_28	67
k90_ecoli_100X_600m_28	67
k96_ecoli_100X_600m_28	67
k30_ecoli_100X_600m_29	67
k36_ecoli_100X_600m_29	67
k42_ecoli_100X_600m_29	67
k48_ecoli_100X_600m_29	67
k54_ecoli_100X_600m_29	67
k60_ecoli_100X_600m_29	67
k66_ecoli_100X_600m_29	67
k72_ecoli_100X_600m_29	67
k78_ecoli_100X_600m_29	67
k84_ecoli_100X_600m_29	67
k90_ecoli_100X_600m_29	67
k96_ecoli_100X_600m_29	67
k30_ecoli_100X_600m_3	67
k36_ecoli_100X_600m_3	67
k42_ecoli_100X_600m_3	67
k48_ecoli_100X_600m_3	67
k54_ecoli_100X_600m_3	67
k60_ecoli_100X_600m_3	67
k66_ecoli_100X_600m_3	67
k72_ecoli_100X_600m_3	67
k78_ecoli_100X_600m_3	67
k84_ecoli_100X_600m_3	67
k90_ecoli_100X_600m_3	67
k96_ecoli_100X_600m_3	67
k30_ecoli_100X_600m_30	67
k36_ecoli_100X_600m_30	67
k42_ecoli_100X_600m_30	67
k48_ecoli_100X_600m_30	67
k54_ecoli_100X_600m_30	67
k60_ecoli_100X_600m_30	67
k66_ecoli_100X_600m_30	67
k72_ecoli_100X_600m_30	67
k78_ecoli_100X_600m_30	67
k84_ecoli_100X_600m_30	67
k90_ecoli_100X_600m_30	67
k96_ecoli_100X_600m_30	67
k30_ecoli_100X_600m_31	67
k36_ecoli_100X_600m_31	67
k42_ecoli_100X_600m_31	67
k48_ecoli_100X_600m_31	67
k54_ecoli_100X_600m_31	67
k60_ecoli_100X_600m_31	67
k66_ecoli_100X_600m_31	67
k72_ecoli_100X_600m_31	67
k78_ecoli_100X_600m_31	67
k84_ecoli_100X_600m_31	67
k90_ecoli_100X_600m_31	67
k96_ecoli_100X_600m_31	67
k30_ecoli_100X_600m_32	67
k36_ecoli_100X_600m_32	67
k42_ecoli_100X_600m_32	67
k48_ecoli_100X_600m_32	67
k54_ecoli_100X_600m_32	67
k60_ecoli_100X_600m_32	67
