Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
k126_ecoli_100X_noerr_3-contigs	158	74	59	54	45	29	4635841	4613107	4569053	4533469	4397399	3844112	77	327785	4615476	4641652	50.76	50.79	133964	133964	68605	65651	12	12	23	24	0	0	0	0	0	0 + 0 part	0	98.912	1.005	0.00	2.59	0.04	327785	4615476	133964	133964	68605	65651	12	12	23	24
k30_ecoli_100X_noerr_3-contigs	584	151	119	98	59	25	4601814	4560252	4471096	4301684	3675694	2446986	160	269689	4566432	4641652	50.76	50.79	57842	53673	31081	29513	22	23	50	52	0	0	0	2	0	0 + 0 part	0	98.051	1.003	9.75	2.48	0.31	269689	4566339	57842	53673	31081	29513	22	23	50	52
k36_ecoli_100X_noerr_3-contigs	451	135	109	91	63	31	4608908	4570962	4499573	4362377	3928154	2806617	146	270096	4579079	4641652	50.77	50.79	58737	58597	34821	33613	22	23	47	48	0	0	0	5	0	0 + 0 part	0	98.269	1.004	1.86	3.16	0.24	270096	4579079	58737	58597	34821	33613	22	23	47	48
k42_ecoli_100X_noerr_3-contigs	378	121	97	84	61	31	4615823	4583072	4517466	4414359	4060593	2989953	130	270194	4589764	4641652	50.76	50.79	68951	65428	39124	38909	19	20	42	43	1	1	5921	3	0	0 + 0 part	0	98.484	1.004	0.04	2.95	0.22	270194	4589764	68951	65428	39124	38909	19	20	42	43
k48_ecoli_100X_noerr_3-contigs	339	110	90	77	55	31	4620958	4591389	4537309	4438093	4088157	3243495	115	270060	4595020	4641652	50.77	50.79	82830	82830	42324	42305	17	17	36	37	0	0	0	1	0	0 + 0 part	0	98.570	1.004	0.00	1.88	0.09	270060	4595020	82830	82830	42324	42305	17	17	36	37
k54_ecoli_100X_noerr_3-contigs	299	103	84	74	53	33	4621829	4593267	4541835	4465328	4126981	3437488	108	270460	4596434	4641652	50.77	50.79	95957	95906	49544	49544	16	17	34	34	0	0	0	1	0	0 + 0 part	0	98.594	1.004	0.02	1.84	0.11	270460	4596434	95957	95906	49544	49544	16	17	34	34
k60_ecoli_100X_noerr_3-contigs	281	98	79	69	51	33	4627562	4598571	4545558	4468115	4179474	3553225	104	328378	4602673	4641652	50.77	50.79	106366	106366	53796	53796	15	15	32	32	0	0	0	1	0	0 + 0 part	0	98.701	1.005	0.00	1.77	0.07	328378	4602673	106366	106366	53796	53796	15	15	32	32
k66_ecoli_100X_noerr_3-contigs	262	96	76	67	52	33	4627032	4598307	4540835	4468513	4229014	3576189	102	327790	4602836	4641652	50.77	50.79	106378	106378	55993	53802	15	15	31	32	0	0	0	1	0	0 + 0 part	0	98.719	1.005	0.00	1.66	0.02	327790	4602836	106378	106378	55993	53802	15	15	31	32
k72_ecoli_100X_noerr_3-contigs	256	93	74	65	51	32	4633103	4603118	4545249	4473593	4245909	3590917	98	327796	4607039	4641652	50.78	50.79	113967	112701	55999	55999	14	15	30	30	0	0	0	1	0	0 + 0 part	0	98.841	1.004	0.00	2.20	0.02	327796	4607039	113967	112701	55999	55999	14	15	30	30
k78_ecoli_100X_noerr_3-contigs	246	92	74	66	51	32	4633302	4602634	4549149	4484942	4244037	3601792	98	327797	4607070	4641652	50.77	50.79	113390	106402	58233	58233	14	15	30	30	0	0	0	0	0	0 + 0 part	0	98.820	1.004	0.00	1.83	0.00	327797	4607070	113390	106402	58233	58233	14	15	30	30
k84_ecoli_100X_noerr_3-contigs	230	90	72	66	51	32	4631045	4601712	4549362	4500176	4252145	3601133	97	327173	4606518	4641652	50.78	50.79	113390	106311	58239	58239	14	15	30	30	0	0	0	0	0	0 + 0 part	0	98.863	1.004	0.00	1.92	0.02	327173	4606518	113390	106311	58239	58239	14	15	30	30
k90_ecoli_100X_noerr_3-contigs	207	87	70	64	49	29	4636254	4609787	4561385	4515259	4270438	3594978	92	327797	4613702	4641652	50.77	50.79	124137	124137	59186	58833	13	13	27	28	0	0	0	0	0	0 + 0 part	0	98.907	1.005	0.00	1.90	0.00	327797	4613702	124137	124137	59186	58833	13	13	27	28
k96_ecoli_100X_noerr_3-contigs	195	88	70	64	49	30	4638406	4614475	4562021	4516273	4271554	3630330	91	327797	4616688	4641652	50.76	50.79	124116	124116	58833	58833	14	14	28	28	0	0	0	0	0	0 + 0 part	0	98.915	1.006	0.00	2.53	0.04	327797	4616688	124116	124116	58833	58833	14	14	28	28
k102_ecoli_200X_noerr_3-contigs	173	79	63	57	48	27	4639894	4617480	4570315	4526396	4389927	3685124	83	327797	4620329	4641652	50.76	50.79	133977	133977	64353	64353	12	12	24	24	0	0	0	0	0	0 + 0 part	0	98.994	1.006	0.00	2.50	0.04	327797	4620329	133977	133977	64353	64353	12	12	24	24
k108_ecoli_200X_noerr_3-contigs	168	78	62	56	47	28	4640413	4618144	4570445	4526573	4390086	3742782	83	327797	4621523	4641652	50.77	50.79	133977	133977	64353	64353	12	12	24	24	0	0	0	0	0	0 + 0 part	0	99.018	1.006	0.00	2.48	0.04	327797	4621523	133977	133977	64353	64353	12	12	24	24
k114_ecoli_200X_noerr_3-contigs	160	75	60	55	46	28	4641579	4618600	4572682	4536670	4399964	3782439	81	327797	4622898	4641652	50.77	50.79	133977	133977	69113	69113	12	12	23	23	0	0	0	0	0	0 + 0 part	0	99.049	1.006	0.00	1.61	0.00	327797	4622898	133977	133977	69113	69113	12	12	23	23
k120_ecoli_200X_noerr_3-contigs	153	73	59	54	45	29	4640340	4619183	4575673	4539661	4402829	3848275	76	327797	4621552	4641652	50.76	50.79	133977	133977	69113	66775	12	12	23	24	0	0	0	0	0	0 + 0 part	0	99.020	1.006	0.00	2.55	0.04	327797	4621552	133977	133977	69113	66775	12	12	23	24
k126_ecoli_200X_noerr_3-contigs	144	67	57	52	45	29	4639433	4618268	4588149	4553180	4456306	3904664	70	327797	4620637	4641652	50.76	50.79	135012	133977	80392	69113	11	12	22	23	0	0	0	1	0	0 + 0 part	0	98.991	1.006	0.00	2.59	0.04	327797	4620637	135012	133977	80392	69113	11	12	22	23
k30_ecoli_200X_noerr_3-contigs	516	134	103	89	58	30	4601428	4563353	4478160	4363947	3878305	2874155	143	269785	4569533	4641652	50.76	50.79	59500	59186	35895	35335	20	21	44	45	0	0	0	2	0	0 + 0 part	0	98.110	1.003	10.09	2.83	0.31	269785	4569145	59500	59186	35895	35335	20	21	44	45
k36_ecoli_200X_noerr_3-contigs	404	116	95	79	58	33	4608660	4574176	4515229	4391890	4070240	3150914	126	270096	4581520	4641652	50.77	50.79	74787	74318	42346	42312	19	20	40	41	0	0	0	5	0	0 + 0 part	0	98.324	1.004	2.82	3.26	0.26	270096	4581520	74787	74318	42346	42312	19	20	40	41
k42_ecoli_200X_noerr_3-contigs	340	104	85	78	55	32	4617879	4589279	4538051	4486550	4127844	3281704	111	270194	4594213	4641652	50.77	50.79	95807	88456	45418	43688	17	18	36	37	0	0	0	6	0	0 + 0 part	0	98.563	1.004	0.02	3.61	0.26	270194	4594213	95807	88456	45418	43688	17	18	36	37
k48_ecoli_200X_noerr_3-contigs	322	102	83	73	52	33	4622041	4593708	4542893	4465671	4138876	3470491	107	270060	4597339	4641652	50.77	50.79	96181	96181	53709	49538	16	16	33	34	0	0	0	2	0	0 + 0 part	0	98.620	1.004	0.00	2.01	0.11	270060	4597339	96181	96181	53709	49538	16	16	33	34
k54_ecoli_200X_noerr_3-contigs	287	99	82	72	52	34	4623610	4596106	4551974	4477783	4169475	3546128	104	270460	4599273	4641652	50.77	50.79	95957	95957	53790	53790	16	16	33	33	0	0	0	1	0	0 + 0 part	0	98.634	1.005	0.02	1.99	0.11	270460	4599273	95957	95957	53790	53790	16	16	33	33
k60_ecoli_200X_noerr_3-contigs	268	92	75	66	53	33	4628335	4600473	4555973	4489251	4289367	3610070	98	328378	4604575	4641652	50.77	50.79	106366	106366	55987	55987	15	15	31	31	0	0	0	1	0	0 + 0 part	0	98.724	1.005	0.00	1.92	0.07	328378	4604575	106366	106366	55987	55987	15	15	31	31
k66_ecoli_200X_noerr_3-contigs	254	92	74	66	53	33	4628745	4600651	4551819	4490188	4289834	3611545	98	327790	4605180	4641652	50.77	50.79	106378	106378	55993	55993	15	15	31	31	0	0	0	1	0	0 + 0 part	0	98.751	1.005	0.00	1.99	0.02	327790	4605180	106378	106378	55993	55993	15	15	31	31
k72_ecoli_200X_noerr_3-contigs	247	90	73	65	52	32	4635855	4606521	4557406	4495190	4293583	3613209	95	327796	4610442	4641652	50.78	50.79	113967	112701	55999	55999	14	15	30	30	0	0	0	1	0	0 + 0 part	0	98.866	1.005	0.00	2.20	0.02	327796	4610442	113967	112701	55999	55999	14	15	30	30
k78_ecoli_200X_noerr_3-contigs	237	89	73	65	52	32	4634529	4604662	4556856	4494482	4293285	3625727	95	327797	4609098	4641652	50.77	50.79	113390	106402	58833	58233	14	15	29	30	0	0	0	0	0	0 + 0 part	0	98.844	1.005	0.00	1.83	0.00	327797	4609098	113390	106402	58833	58233	14	15	29	30
k84_ecoli_200X_noerr_3-contigs	219	87	70	65	53	32	4632906	4604712	4556357	4518997	4342193	3624380	94	327797	4609518	4641652	50.78	50.79	113390	106417	58239	58239	14	15	30	30	0	0	0	0	0	0 + 0 part	0	98.894	1.004	0.00	1.92	0.02	327797	4609518	113390	106417	58239	58239	14	15	30	30
k90_ecoli_200X_noerr_3-contigs	196	82	67	61	51	29	4637369	4612074	4569824	4525555	4378292	3639497	87	327797	4615989	4641652	50.77	50.79	125949	125949	60310	59186	13	13	26	27	0	0	0	0	0	0 + 0 part	0	98.942	1.005	0.00	1.89	0.00	327797	4615989	125949	125949	60310	59186	13	13	26	27
k96_ecoli_200X_noerr_3-contigs	183	82	66	60	51	30	4640061	4617228	4570987	4527059	4390710	3685984	85	327797	4619441	4641652	50.77	50.79	133670	133670	59186	59186	14	14	27	27	0	0	0	0	0	0 + 0 part	0	98.959	1.006	0.00	2.53	0.04	327797	4619441	133670	133670	59186	59186	14	14	27	27
k102_ecoli_20X_noerr_4-contigs	660	468	292	144	37	4	4588570	4526915	4035361	2942235	1324111	244690	509	77783	4555830	4641652	50.75	50.79	14548	14152	8147	7776	89	92	198	206	0	0	0	0	0	0 + 0 part	0	98.050	1.001	0.00	0.29	0.02	77783	4555830	14548	14152	8147	7776	89	92	198	206
k108_ecoli_20X_noerr_4-contigs	892	657	321	121	14	1	4587185	4494902	3558119	2120403	501954	75085	732	75085	4548138	4641652	50.75	50.79	9329	9195	5579	5353	138	143	294	307	0	0	0	0	0	0 + 0 part	0	97.827	1.002	0.00	0.31	0.02	75085	4548138	9329	9195	5579	5353	138	143	294	307
k114_ecoli_20X_noerr_4-contigs	1381	993	298	75	3	1	4579878	4389680	2582035	1047854	110569	50327	1171	50327	4520851	4641652	50.75	50.79	5743	5633	3289	3098	238	249	499	527	1	1	2289	0	0	0 + 0 part	0	97.124	1.003	0.00	0.33	0.02	50327	4520851	5743	5633	3289	3098	238	249	499	527
k120_ecoli_20X_noerr_4-contigs	1664	1193	264	44	0	0	4563883	4317486	2036605	561092	0	0	1434	21332	4492477	4641652	50.75	50.79	4536	4435	2620	2441	308	325	633	677	1	1	2248	0	0	0 + 0 part	0	96.319	1.005	0.00	0.27	0.00	21332	4492477	4536	4435	2620	2441	308	325	633	677
k126_ecoli_20X_noerr_4-contigs	4145	1594	16	0	0	0	4340911	2934479	89808	0	0	0	2942	7241	3910440	4641652	50.76	50.79	1556	1322	1000	724	802	1058	1593	2236	0	0	0	0	0	0 + 0 part	0	83.808	1.005	0.00	0.41	0.00	7241	3910389	1556	1322	1000	724	802	1058	1593	2236
k30_ecoli_20X_noerr_4-contigs	1232	372	246	144	44	8	4578856	4495243	4153094	3367994	1790276	538034	397	127974	4513514	4641652	50.74	50.79	20066	19329	9887	9555	65	68	146	156	0	0	0	0	0	0 + 0 part	0	97.163	1.001	0.71	0.53	0.02	127974	4513514	20066	19329	9887	9555	65	68	146	156
k36_ecoli_20X_noerr_4-contigs	941	299	216	146	55	13	4580725	4509902	4300769	3765379	2336292	874718	320	138271	4525187	4641652	50.75	50.79	25785	25436	13309	12726	53	55	115	121	0	0	0	0	0	0 + 0 part	0	97.413	1.001	0.71	0.66	0.02	138271	4525187	25785	25436	13309	12726	53	55	115	121
k42_ecoli_20X_noerr_4-contigs	699	224	166	128	61	25	4580403	4524926	4391172	4097469	3020318	1759403	237	138285	4534367	4641652	50.75	50.79	37623	36294	18384	17978	37	39	79	83	0	0	0	0	0	0 + 0 part	0	97.619	1.001	0.53	0.57	0.02	138285	4534367	37623	36294	18384	17978	37	39	79	83
k48_ecoli_20X_noerr_4-contigs	571	175	127	104	63	27	4580950	4528307	4417638	4235580	3575981	2285575	186	180356	4536772	4641652	50.74	50.79	50258	48765	29809	28502	27	28	57	60	0	0	0	0	0	0 + 0 part	0	97.695	1.000	0.31	0.33	0.00	180356	4536772	50258	48765	29809	28502	27	28	57	60
k54_ecoli_20X_noerr_4-contigs	494	160	119	100	67	28	4581261	4531996	4435955	4289475	3749560	2397586	171	173972	4540093	4641652	50.75	50.79	54854	52520	31001	29821	26	27	55	58	0	0	0	0	0	0 + 0 part	0	97.771	1.000	0.31	0.24	0.00	173972	4540093	54854	52520	31001	29821	26	27	55	58
k60_ecoli_20X_noerr_4-contigs	458	157	117	96	66	28	4583178	4535903	4443408	4272040	3778420	2463063	170	173984	4544668	4641652	50.74	50.79	55458	54866	31013	29833	25	26	53	56	0	0	0	0	0	0 + 0 part	0	97.865	1.000	0.31	0.20	0.00	173984	4544668	55458	54866	31013	29833	25	26	53	56
k66_ecoli_20X_noerr_4-contigs	446	163	123	96	65	25	4584994	4537479	4446595	4223460	3708850	2298932	175	174104	4545971	4641652	50.75	50.79	51071	49733	29590	28505	25	26	54	57	0	0	0	0	0	0 + 0 part	0	97.895	1.000	0.00	0.20	0.00	174104	4545971	51071	49733	29590	28505	25	26	54	57
k72_ecoli_20X_noerr_4-contigs	452	176	133	102	66	26	4588646	4538964	4436997	4187616	3600221	2236735	188	156831	4547709	4641652	50.75	50.79	49733	48813	27856	26400	27	28	59	62	0	0	0	0	0	0 + 0 part	0	97.925	1.001	0.00	0.20	0.00	156831	4547709	49733	48813	27856	26400	27	28	59	62
k78_ecoli_20X_noerr_4-contigs	459	195	144	111	60	22	4589414	4536004	4404080	4146482	3310359	1978571	212	156843	4548139	4641652	50.75	50.79	43326	42688	23426	21969	29	30	65	68	0	0	0	0	0	0 + 0 part	0	97.941	1.000	0.00	0.20	0.00	156843	4548139	43326	42688	23426	21969	29	30	65	68
k84_ecoli_20X_noerr_4-contigs	464	230	173	129	57	16	4589020	4537616	4386929	4055441	2873204	1453853	249	156855	4550983	4641652	50.75	50.79	32345	32087	18325	17780	37	38	83	87	0	0	0	0	0	0 + 0 part	0	97.998	1.000	0.00	0.20	0.02	156855	4550983	32345	32087	18325	17780	37	38	83	87
k90_ecoli_20X_noerr_4-contigs	498	290	210	148	56	11	4588196	4537209	4313746	3860552	2410925	889904	311	127367	4552545	4641652	50.74	50.79	26580	25592	13801	13209	51	53	110	115	0	0	0	0	0	0 + 0 part	0	98.029	1.001	0.00	0.22	0.02	127367	4552545	26580	25592	13801	13209	51	53	110	115
k96_ecoli_20X_noerr_4-contigs	575	379	255	158	46	6	4588314	4533526	4194917	3495330	1732063	399572	406	83970	4552779	4641652	50.75	50.79	19063	18854	10775	10453	72	74	151	157	0	0	0	0	0	0 + 0 part	0	98.017	1.001	0.00	0.18	0.02	83970	4552779	19063	18854	10775	10453	72	74	151	157
k102_ecoli_50X_noerr_4-contigs	216	86	66	61	49	28	4598456	4568771	4521923	4484629	4296813	3594738	92	327155	4573052	4641652	50.75	50.79	125655	125655	58086	58086	13	13	26	26	1	1	22415	0	0	0 + 0 part	0	98.421	1.001	0.00	0.90	0.00	327155	4573052	125655	125655	58086	58086	13	13	26	26
k108_ecoli_50X_noerr_4-contigs	208	83	64	59	48	29	4600399	4570109	4524110	4486762	4309814	3662753	91	327167	4575500	4641652	50.75	50.79	125667	125667	63327	58092	13	13	25	26	1	1	22421	0	0	0 + 0 part	0	98.466	1.001	0.00	0.88	0.00	327167	4575500	125667	125667	63327	58092	13	13	25	26
k114_ecoli_50X_noerr_4-contigs	204	81	62	58	47	29	4600116	4567717	4522806	4493261	4314932	3711094	91	327179	4575020	4641652	50.75	50.79	125679	125679	63704	61373	13	13	25	26	1	1	22582	0	0	0 + 0 part	0	98.451	1.001	0.00	0.94	0.00	327179	4575020	125679	125679	63704	61373	13	13	25	26
k120_ecoli_50X_noerr_4-contigs	194	81	62	57	46	30	4600675	4571755	4524281	4487012	4315521	3776698	87	327191	4576148	4641652	50.75	50.79	125691	125691	65012	65012	13	13	25	25	0	0	0	0	0	0 + 0 part	0	98.484	1.001	0.00	0.90	0.00	327191	4576148	125691	125691	65012	65012	13	13	25	25
k126_ecoli_50X_noerr_4-contigs	194	83	63	58	50	30	4600589	4571410	4523141	4485762	4367883	3713293	88	268233	4575103	4641652	50.75	50.79	133044	132696	61397	61397	13	14	26	26	1	1	87459	0	0	0 + 0 part	0	98.463	1.001	0.00	0.90	0.00	268233	4575103	133044	132696	61397	58110	13	14	26	27
k30_ecoli_50X_noerr_4-contigs	973	321	228	144	49	11	4575155	4511626	4259320	3621951	2060573	721628	339	127974	4524545	4641652	50.74	50.79	23351	23324	12402	11470	58	60	124	131	0	0	0	0	0	0 + 0 part	0	97.395	1.001	4.62	1.06	0.07	127974	4524431	23351	23324	12402	11470	58	60	124	131
k36_ecoli_50X_noerr_4-contigs	753	256	190	139	62	15	4576967	4521790	4351620	3961558	2731654	1099976	271	207930	4532836	4641652	50.75	50.79	31475	30933	16158	15197	46	47	96	101	0	0	0	0	0	0 + 0 part	0	97.582	1.001	0.62	1.08	0.04	207930	4532836	31475	30933	16158	15197	46	47	96	101
k42_ecoli_50X_noerr_4-contigs	554	185	140	112	66	25	4578028	4535477	4429094	4211400	3449159	1996732	195	207944	4542789	4641652	50.75	50.79	43192	42231	25869	24115	31	33	65	68	1	1	2453	0	0	0 + 0 part	0	97.812	1.001	0.02	1.12	0.04	207944	4542789	43192	42231	25869	24115	31	33	65	68
k48_ecoli_50X_noerr_4-contigs	470	145	105	88	60	30	4583292	4542289	4450325	4317213	3862667	2780686	152	269695	4547604	4641652	50.74	50.79	60435	60435	35142	32862	22	22	46	48	0	0	0	0	0	0 + 0 part	0	97.906	1.001	0.02	0.84	0.04	269695	4547604	60435	60435	35142	32862	22	22	46	48
k54_ecoli_50X_noerr_4-contigs	402	132	101	85	61	32	4581174	4542190	4468222	4346810	3967298	2937801	139	269707	4547338	4641652	50.75	50.79	63584	60875	36318	35251	21	22	44	46	1	1	17473	0	0	0 + 0 part	0	97.929	1.000	0.02	0.57	0.04	269707	4547338	63584	60875	36318	35251	21	22	44	46
k60_ecoli_50X_noerr_4-contigs	367	123	92	78	58	32	4585320	4548061	4475509	4367379	4053009	3118033	131	327070	4553443	4641652	50.75	50.79	67338	66139	42071	41089	18	19	39	41	1	1	95726	0	0	0 + 0 part	0	98.036	1.001	0.00	0.31	0.04	327070	4553443	66139	66139	42071	41089	19	19	39	41
k66_ecoli_50X_noerr_4-contigs	345	116	87	75	55	32	4589153	4551845	4483936	4389299	4076029	3242522	123	327082	4557027	4641652	50.75	50.79	82697	79904	44808	42279	17	18	36	38	1	1	192943	0	0	0 + 0 part	0	98.074	1.001	0.00	0.42	0.00	327082	4557027	79904	79904	44808	42279	18	18	37	39
k72_ecoli_50X_noerr_4-contigs	338	114	85	74	55	32	4593377	4554035	4484849	4398506	4101787	3259677	121	327095	4559305	4641652	50.75	50.79	83057	83057	44814	43836	17	17	36	37	1	1	95244	0	0	0 + 0 part	0	98.137	1.001	0.00	0.22	0.00	327095	4559305	79921	79921	44814	42291	17	17	36	38
k78_ecoli_50X_noerr_4-contigs	315	109	84	74	55	33	4593973	4554750	4493715	4415902	4113045	3318538	116	327107	4559888	4641652	50.75	50.79	83068	83068	44820	43848	17	17	36	37	1	1	95250	0	0	0 + 0 part	0	98.170	1.001	0.00	0.15	0.00	327107	4559888	79927	79927	44820	43848	17	17	36	37
k84_ecoli_50X_noerr_4-contigs	288	104	80	72	54	32	4593641	4556608	4501164	4439918	4151361	3361860	112	327119	4562122	4641652	50.75	50.79	95256	95256	46208	44826	16	16	34	35	1	1	95256	0	0	0 + 0 part	0	98.214	1.001	0.00	0.33	0.00	327119	4562122	82834	82834	46208	44826	16	16	34	35
k90_ecoli_50X_noerr_4-contigs	257	97	76	69	54	31	4594408	4561035	4510932	4459388	4217677	3408484	103	327131	4565664	4641652	50.75	50.79	97574	97574	48851	44832	15	15	32	33	1	1	95262	0	0	0 + 0 part	0	98.282	1.001	0.00	0.35	0.00	327131	4565664	97574	97574	48851	44832	15	15	32	33
k96_ecoli_50X_noerr_4-contigs	231	92	71	65	49	30	4595799	4565213	4515374	4470105	4204879	3559994	97	327143	4568852	4641652	50.75	50.79	113358	113358	57878	54938	14	14	28	29	1	1	22409	0	0	0 + 0 part	0	98.350	1.001	0.00	0.92	0.00	327143	4568852	113358	113358	57878	54938	14	14	28	29
k102_ecoli_100X_noerr_4-contigs	185	80	63	57	48	27	4639469	4614713	4566123	4522810	4386923	3684649	84	327797	4617562	4641652	50.76	50.79	133974	133974	64353	64353	12	12	24	24	0	0	0	0	0	0 + 0 part	0	98.937	1.006	0.00	2.33	0.04	327797	4617562	133974	133974	64353	64353	12	12	24	24
k108_ecoli_100X_noerr_4-contigs	179	79	62	56	47	28	4636481	4612013	4563184	4519912	4384400	3741899	84	327767	4615392	4641652	50.77	50.79	133974	133974	64353	64353	12	12	24	24	0	0	0	0	0	0 + 0 part	0	98.931	1.005	0.00	2.35	0.04	327767	4615392	133974	133974	64353	64353	12	12	24	24
k114_ecoli_100X_noerr_4-contigs	169	77	61	56	47	28	4635828	4611134	4564226	4528808	4393159	3749166	83	327773	4615432	4641652	50.77	50.79	133974	133974	64353	64353	12	12	24	24	0	0	0	0	0	0 + 0 part	0	98.930	1.005	0.00	1.46	0.00	327773	4615432	133974	133974	64353	64353	12	12	24	24
k120_ecoli_100X_noerr_4-contigs	158	75	60	55	46	29	4635281	4613527	4568623	4533199	4398035	3815386	78	327779	4615896	4641652	50.76	50.79	133974	133974	66775	66775	12	12	24	24	0	0	0	0	0	0 + 0 part	0	98.896	1.006	0.00	2.37	0.04	327779	4615896	133974	133974	66775	66775	12	12	24	24
k126_ecoli_100X_noerr_4-contigs	157	74	59	54	45	29	4636297	4613900	4568794	4533364	4398081	3845396	77	327785	4616269	4641652	50.76	50.79	133974	133974	68605	66781	12	12	23	24	0	0	0	0	0	0 + 0 part	0	98.904	1.006	0.00	2.42	0.04	327785	4616269	133974	133974	68605	66781	12	12	23	24
k30_ecoli_100X_noerr_4-contigs	583	155	120	99	62	28	4601142	4559997	4466255	4298092	3711879	2515038	164	269785	4566177	4641652	50.75	50.79	53703	52859	29885	29615	24	25	52	54	0	0	0	2	0	0 + 0 part	0	98.026	1.004	10.88	2.13	0.33	269785	4565882	53703	52859	29885	29615	24	25	52	54
k36_ecoli_100X_noerr_4-contigs	451	140	111	92	63	31	4606032	4569035	4489112	4342223	3882734	2668275	151	270096	4577152	4641652	50.77	50.79	58395	57806	38903	36341	24	25	49	50	0	0	0	4	0	0 + 0 part	0	98.226	1.004	1.40	2.98	0.20	270096	4577152	58395	57806	38903	36341	24	25	49	50
k42_ecoli_100X_noerr_4-contigs	364	118	95	82	60	32	4613850	4584951	4518026	4415311	4072353	3054736	124	270194	4589250	4641652	50.76	50.79	68951	68951	41231	39658	20	20	41	42	1	1	5921	3	0	0 + 0 part	0	98.478	1.004	0.11	2.93	0.22	270194	4589250	68951	68951	41231	39658	20	20	41	42
k48_ecoli_100X_noerr_4-contigs	335	107	87	77	55	32	4619666	4590385	4536587	4460051	4113832	3298792	112	270060	4594016	4641652	50.76	50.79	95861	95861	44790	44790	17	17	36	36	0	0	0	1	0	0 + 0 part	0	98.578	1.004	0.00	1.84	0.11	270060	4594016	95861	95861	44790	44790	17	17	36	36
k54_ecoli_100X_noerr_4-contigs	293	101	83	73	53	33	4622217	4594333	4546535	4472665	4164407	3474968	106	270460	4597500	4641652	50.77	50.79	95957	95957	53676	49544	16	16	33	34	0	0	0	1	0	0 + 0 part	0	98.605	1.004	0.02	1.81	0.11	270460	4597500	95957	95957	53676	49544	16	16	33	34
k60_ecoli_100X_noerr_4-contigs	278	97	79	69	51	33	4627167	4598646	4550512	4476126	4196753	3570455	103	328378	4602748	4641652	50.77	50.79	106366	106366	55987	53796	15	15	31	32	0	0	0	1	0	0 + 0 part	0	98.690	1.005	0.00	1.75	0.07	328378	4602748	106366	106366	55987	53796	15	15	31	32
k66_ecoli_100X_noerr_4-contigs	260	94	75	66	52	33	4627330	4598835	4546280	4476979	4259165	3606678	100	327790	4603364	4641652	50.77	50.79	106378	106378	55993	55993	15	15	31	31	0	0	0	1	0	0 + 0 part	0	98.713	1.005	0.00	1.81	0.02	327790	4603364	106378	106378	55993	55993	15	15	31	31
k72_ecoli_100X_noerr_4-contigs	252	91	73	65	52	32	4633465	4603721	4551011	4488795	4287264	3607476	96	327796	4607642	4641652	50.77	50.79	113967	112701	55999	55999	14	15	30	30	0	0	0	1	0	0 + 0 part	0	98.848	1.004	0.00	2.18	0.02	327796	4607642	113967	112701	55999	55999	14	15	30	30
k78_ecoli_100X_noerr_4-contigs	246	92	74	66	53	32	4633155	4602598	4549470	4487096	4285969	3576763	98	327797	4607034	4641652	50.77	50.79	113390	106402	55528	53921	14	15	30	31	0	0	0	0	0	0 + 0 part	0	98.818	1.004	0.00	1.81	0.00	327797	4607034	113390	106402	55528	53921	14	15	30	31
k84_ecoli_100X_noerr_4-contigs	227	90	72	66	53	32	4631738	4602861	4550163	4502822	4301425	3576019	97	327797	4607667	4641652	50.78	50.79	113390	106418	55540	53933	14	15	30	31	0	0	0	0	0	0 + 0 part	0	98.875	1.004	0.00	1.92	0.02	327797	4607667	113390	106418	55540	53933	14	15	30	31
k90_ecoli_100X_noerr_4-contigs	206	87	70	64	49	29	4635754	4609407	4560913	4517262	4290081	3612360	92	327797	4613322	4641652	50.77	50.79	124137	124137	59186	59186	13	13	27	27	0	0	0	0	0	0 + 0 part	0	98.893	1.005	0.00	1.74	0.00	327797	4613322	124137	124137	59186	59186	13	13	27	27
k96_ecoli_100X_noerr_4-contigs	196	87	69	63	50	30	4638714	4614276	4561821	4518520	4321325	3648187	90	327797	4616489	4641652	50.77	50.79	124143	124143	59186	58833	14	14	27	28	0	0	0	0	0	0 + 0 part	0	98.904	1.006	0.00	2.35	0.04	327797	4616489	124143	124143	59186	58833	14	14	27	28
k102_ecoli_200X_noerr_4-contigs	172	79	63	57	48	27	4639725	4618202	4570895	4526967	4390504	3685120	82	327797	4620274	4641652	50.77	50.79	133973	133973	64353	64353	12	12	24	24	0	0	0	0	0	0 + 0 part	0	98.994	1.006	0.00	2.50	0.04	327797	4620274	133973	133973	64353	64353	12	12	24	24
