	N1	N2	N3	N4	Repeat Content
k78_ecoli_50X_noerr_4	32139.093694899657	1709.7576319696575	1811.045626164014	1585.7445044310803	0.1371045728503985
k84_ecoli_50X_noerr_4	24310.57368705183	3.093231442569937e-17	2115.781892942695	1787.6683677539543	0.1383514194191414
k90_ecoli_50X_noerr_4	20618.381001564376	1839.1075465374902	2567.3053728492587	923.665590362212	0.2054102097053232
k96_ecoli_50X_noerr_4	4542522.417498323	15081.2579421976	1851.4209301002677	330.03767914773044	0.00378586184303683
k102_ecoli_100X_noerr_4	4518363.0560083985	5363.743195153733	1165.141017576559	115.82477697083424	0.0014684414557471852
k108_ecoli_100X_noerr_4	4565914.436469955	5811.8681124666455	914.9170316202265	180.88080071152714	0.0015105914444278712
k114_ecoli_100X_noerr_4	4557870.066685114	6091.439553890354	835.387987153343	500.1440437151943	0.00162683205988575
k120_ecoli_100X_noerr_4	4581137.4862577915	6719.093087129932	625.355428119403	315.8007027933406	0.0016693368632967973
k126_ecoli_100X_noerr_4	4570480.2024975065	12781.309585429899	1177.350676531635	585.2506883831451	0.0031720467745605663
k30_ecoli_100X_noerr_4	-1.0	-1.0	-1.0	-1.0	0.75
k36_ecoli_100X_noerr_4	4533119.840222702	5034.685251353199	1714.162796077515	90.3391487119821	0.0015064424931674016
k42_ecoli_100X_noerr_4	4536020.120980943	5889.2443695057445	1372.2917172332066	120.61197266656023	0.001624806174374861
k48_ecoli_100X_noerr_4	4492713.834484845	6098.140732299393	1529.4511755473602	100.44639204201788	0.0017171732283938822
k54_ecoli_100X_noerr_4	4533848.628575678	4905.769701933581	1160.0860005754746	313.7033205027856	0.0014051185886289046
k60_ecoli_100X_noerr_4	4530297.041791103	5254.560832815459	1599.1158188214188	207.94448353964748	0.0015563286175446999
k66_ecoli_100X_noerr_4	4541121.000593964	4788.109211768267	787.0098352403522	69.08921372795317	0.0012413678739655683
k72_ecoli_100X_noerr_4	4572762.016342979	4945.759598503099	1644.7146260294514	282.31000106020906	0.0015007275743339817
k78_ecoli_100X_noerr_4	4544769.179456659	4428.872525641465	1864.984506271797	25.116203543765774	0.0013884532717124256
k84_ecoli_100X_noerr_4	5031207.668718683	4807.664930209241	746.1387406776182	210.8470500623827	0.001144467421173076
k90_ecoli_100X_noerr_4	4567211.215055912	3897.7584825906256	1055.7876931371202	169.99786806768634	0.0011205531339538795
k96_ecoli_100X_noerr_4	4555364.101117559	4266.3938717007	1506.9633027509246	172.25716430096298	0.001303488407859143
k102_ecoli_200X_noerr_4	4521897.489651275	3632.146363226536	1700.2429331839808	196.41072859781335	0.0012211794673754137
k108_ecoli_200X_noerr_4	4563930.258853945	4724.371419777747	922.8344277383108	183.02865469057687	0.0012758293373762257
k114_ecoli_200X_noerr_4	102778.52273085628	8084.931381588763	2402.33248152424	597.0790047515349	0.09734818116143623
k120_ecoli_200X_noerr_4	4566601.886144704	4655.618263996938	1252.259222356922	265.82050812561704	0.0013500986175427336
k126_ecoli_200X_noerr_4	22701.255284036866	1667.7166248357064	1321.2364867230142	1781.0216916727236	0.17363528273319348
k30_ecoli_200X_noerr_4	4534748.346854665	442.97935389111416	6.684329437804484e-253	0.0	9.767600130366435e-05
k36_ecoli_200X_noerr_4	4539352.689042673	1048.1594280509419	9.056533332850224e-202	0.0	0.00023085173821249237
k42_ecoli_200X_noerr_4	4538571.0039357105	4066.991476139731	1.7574559635802898e-156	0.0	0.0008952928849376658
k48_ecoli_200X_noerr_4	4497314.390861781	6679.132512678494	9.506579475570686e-111	0.0	0.0014829356387871507
k54_ecoli_200X_noerr_4	4547886.003973319	6383.417893967042	2.957879580827202e-75	0.0	0.0014016337863801194
k60_ecoli_200X_noerr_4	4535885.196954282	6946.495862277581	5.996068516715242e-42	0.0	0.0015291114291691376
k66_ecoli_200X_noerr_4	4542935.332364194	5229.88077492154	1.8117895633958193e-12	0.0	0.0011498880383265387
k72_ecoli_200X_noerr_4	4574595.294228798	5426.345071375023	199.9250610455737	0.0	0.0012283838354455818
k78_ecoli_200X_noerr_4	4552157.657964684	5325.521656061226	1511.2639056374212	2.979328671269634e-206	0.0014996257719521134
k84_ecoli_200X_noerr_4	4555948.02561501	4875.302871648319	1793.6003772410168	1.5456815054516704e-91	0.0014616399651482257
k90_ecoli_200X_noerr_4	-1.0	-1.0	-1.0	-1.0	0.75
k96_ecoli_200X_noerr_4	4552848.919712177	3579.974733709228	1997.6020391398902	71.86106798502956	0.0012393199246136727
